Protein	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
rplB	8.6722	6.0125	5.2597	8.2978	13.583	9.2445	12.276	8.7396	7.6522	7.0118	8.4529	4.7123	7.1907	13.29	10.224	13.731	11.536	14.78	11.794	12.588	13.156	13.46	10.541	10.151	5.2983	5.1814	5.7464	12.901	11.786	10.921	15.729	6.6409	15.294	13.606	13.889	11.746	10.251	9.2525	11.825	13.957	11.551	9.7171	12.912	13.139	11.607	11.292	16.003	12.065	4.6433	5.629	4.38	9.7157	12.582	14.207	6.3091	6.9279	9.6724	17.432	14.736	22.859	11.696	8.4343	9.1445	9.3814	8.8093	8.8936	11.135	11.754	10.597	11.899	11.749	10.631
rplC	7.8838	4.5094	6.7625	9.335	11.493	18.489	13.299	13.109	10.932	8.5699	10.758	10.21	8.3891	11.075	12.496	11.77	13.843	9.5015	13.938	13.637	12.144	12.499	14.758	12.181	10.597	8.1423	7.3882	10.556	9.6427	8.7367	6.7409	8.8545	7.6472	11.513	12.897	10.767	8.2006	8.2244	10.75	10.966	11.551	9.7171	12.912	14.234	13.717	15.056	14.936	14.076	5.8041	6.7548	7.665	6.4771	8.0069	10.148	10.515	8.9072	8.7052	10.895	12.28	11.43	9.7464	11.597	10.288	15.01	15.661	12.451	13.159	10.775	10.597	11.899	17.623	14.175
rplD	14.191	15.031	11.271	13.484	25.076	30.815	16.368	16.387	20.77	14.024	13.832	18.849	15.58	13.29	14.768	11.77	12.689	14.78	16.082	15.735	15.18	15.383	15.812	21.317	20.133	10.363	11.493	24.63	24.643	25.118	23.593	25.457	19.664	21.979	19.841	20.555	15.376	15.421	16.125	10.966	11.551	12.632	19.864	16.424	14.772	12.233	19.203	13.071	11.608	11.258	10.95	19.431	19.445	14.207	16.824	13.856	16.443	19.611	19.648	17.664	14.62	12.652	18.289	13.134	17.619	15.119	16.196	13.713	17.341	14.645	15.665	15.061
rplE	8.6722	8.2672	7.5139	10.372	12.538	14.38	10.23	15.294	10.932	12.465	11.527	9.4247	10.786	6.6451	6.8162	9.8079	8.0751	8.4458	10.721	13.637	10.12	22.113	20.029	18.272	15.895	10.363	13.955	16.42	15	12.013	15.729	9.9613	16.387	16.746	8.9286	13.703	10.251	10.281	11.825	11.963	11.551	8.7454	13.905	13.139	14.772	17.879	17.07	18.098	5.8041	5.629	4.38	14.034	14.87	11.163	7.3606	6.9279	10.64	14.163	12.28	13.508	15.594	11.597	8.0014	9.3814	8.8093	10.672	13.159	14.693	21.194	14.645	15.665	15.061
rplF	14.979	12.025	10.519	15.558	26.12	17.462	19.437	24.034	22.957	14.803	12.295	12.566	21.572	17.72	13.632	16.673	17.304	13.724	13.938	19.932	17.204	13.46	15.812	17.257	14.835	10.363	9.03	26.976	21.428	21.842	26.964	21.029	20.757	21.979	16.865	12.725	17.426	18.505	19.35	13.957	15.401	15.547	14.898	14.234	15.827	14.115	14.936	13.071	15.091	14.635	10.95	12.954	22.877	24.355	13.67	14.845	15.476	9.8055	18.42	14.547	13.645	14.76	17.146	13.134	16.64	13.34	17.208	14.693	16.377	15.56	15.665	15.061
rplI	10.249	12.025	11.271	16.596	20.896	20.543	16.368	19.664	17.491	12.465	13.064	11.781	13.183	12.183	15.904	14.712	14.997	12.669	13.938	14.686	14.168	16.345	18.974	16.241	14.835	8.1423	8.2091	17.593	15	14.197	15.729	14.389	12.017	14.653	14.881	13.703	13.326	12.337	13.975	10.966	10.588	10.689	10.925	12.044	13.717	11.292	14.936	13.071	12.769	16.887	14.235	15.113	18.301	17.251	12.618	12.866	12.574	15.253	17.192	12.469	12.67	14.76	13.717	15.948	15.661	15.119	15.184	11.754	15.414	11.899	12.728	8.8592
rplJ	2.3651	3.7578	3.7569	6.2233	9.4034	7.1901	10.23	10.925	10.932	5.4536	3.8422	5.4977	11.984	9.9677	9.0883	4.904	8.0751	6.3344	6.4329	5.2451	7.0841	5.7687	5.2707	5.0755	10.597	5.1814	4.9255	11.729	10.714	10.921	10.111	8.8545	6.5547	8.373	5.9524	6.8517	6.1504	8.2244	8.6001	6.9784	5.7754	6.802	7.9457	6.5695	6.331	4.7049	6.4012	4.0217	9.2866	7.8806	9.855	8.6361	9.1507	12.177	7.3606	4.9485	4.8362	10.895	9.8241	9.3515	7.7971	6.3258	8.0014	5.6288	8.8093	7.1149	7.0857	5.877	5.7803	5.4919	6.8534	7.0874
rplK	7.0954	6.0125	5.2597	8.2978	8.3585	11.299	8.184	7.6472	7.6522	5.4536	4.6107	5.4977	7.1907	7.7526	6.8162	7.8464	9.2287	7.3901	7.505	6.2942	7.0841	6.7302	8.4331	9.1358	8.4772	5.9216	7.3882	8.21	7.4999	8.7367	10.111	7.7477	7.6472	7.3263	5.9524	6.8517	8.2006	7.1964	8.6001	7.9753	6.7379	6.802	6.9525	8.7593	5.2758	7.5278	8.5349	8.0434	6.965	6.7548	6.57	8.6361	9.1507	10.148	8.4121	7.9176	8.7052	7.6265	8.5961	6.2344	7.7971	7.3801	9.1445	6.567	7.8305	8.0043	7.0857	8.8155	7.707	5.4919	7.8325	6.2015
rplL	28.382	54.864	44.332	37.34	87.765	86.282	56.265	48.068	54.659	21.814	26.896	29.845	35.953	33.226	34.081	18.635	29.993	28.505	26.804	24.128	26.312	26.921	28.462	26.392	41.327	31.089	39.404	69.198	61.071	60.065	77.52	60.875	56.807	43.958	41.667	46.983	29.727	41.122	41.926	25.92	24.064	24.293	24.83	30.658	28.489	25.406	22.404	27.147	34.825	30.396	35.04	57.214	45.754	82.197	45.215	39.588	41.591	52.296	55.26	50.914	28.265	39.009	45.722	26.268	29.364	24.902	27.331	27.426	26.975	22.883	23.497	21.262
rplM	3.1535	3.7578	3.0056	4.1489	7.3137	5.1358	4.092	5.4623	4.3727	3.1163	3.8422	3.1416	2.3969	3.3226	3.4081	5.8848	5.7679	4.2229	4.2886	5.2451	4.048	5.7687	6.3248	5.0755	3.179	2.2206	1.6418	5.8643	8.5713	5.4604	4.4939	4.4273	7.6472	3.1399	2.9762	2.9364	3.0752	2.0561	2.15	4.9845	3.8502	3.8868	3.9728	4.3797	4.2207	2.8229	7.468	2.0109	3.4825	4.5032	3.285	6.4771	5.7192	3.0443	5.2576	5.9382	3.869	2.179	2.456	3.1172	4.8732	3.1629	5.7153	6.567	6.8517	4.4468	6.0735	7.836	5.7803	4.5766	5.8744	4.4296
rplN	6.307	6.0125	6.0111	8.2978	8.3585	9.2445	8.184	9.8321	8.7454	7.0118	6.1476	7.0685	9.5876	8.8602	10.224	8.8271	9.2287	9.5015	8.5771	8.3922	9.1081	5.7687	4.2165	4.0604	8.4772	5.1814	6.5673	8.21	8.5713	9.8288	7.8644	6.6409	8.7396	8.373	6.9445	7.8305	6.1504	6.1683	7.5251	7.9753	8.663	10.689	7.9457	10.949	9.4965	8.4688	10.669	4.0217	5.8041	4.5032	6.57	8.6361	6.863	7.1035	7.3606	6.9279	7.7379	7.6265	7.3681	7.2734	6.8225	8.4343	6.8583	7.5051	8.8093	7.1149	8.098	7.836	3.8535	9.1532	7.8325	7.0874
rplO	9.4606	8.2672	8.2653	12.447	11.493	10.272	8.184	10.925	7.6522	9.349	9.9898	10.995	9.5876	9.9677	10.224	12.75	5.7679	12.669	13.938	16.784	13.156	14.422	14.758	15.226	10.597	8.8825	8.2091	8.21	5.3571	12.013	13.482	12.175	10.925	13.606	6.9445	11.746	7.1755	10.281	6.4501	11.963	12.513	8.7454	10.925	12.044	15.827	13.174	13.869	11.06	6.965	5.629	5.475	8.6361	6.863	7.1035	6.3091	8.9072	7.7379	7.6265	11.052	9.3515	9.7464	9.4886	12.574	12.196	12.725	12.451	13.159	11.754	13.487	13.73	14.686	13.289
rplP	5.5187	5.2609	3.7569	7.2606	12.538	13.353	10.23	8.7396	6.5591	5.4536	6.916	7.0685	9.5876	8.8602	10.224	8.8271	8.0751	9.5015	8.5771	9.4413	11.132	9.6145	10.541	11.166	8.4772	5.1814	4.9255	7.0371	5.3571	6.5525	11.235	6.6409	5.4623	7.3263	6.9445	8.8093	8.2006	7.1964	8.6001	7.9753	6.7379	9.7171	8.9389	10.949	8.4413	9.4098	11.735	10.054	8.1258	9.0064	8.76	7.5566	6.863	12.177	7.3606	3.9588	5.8034	7.6265	6.14	7.2734	4.8732	6.3258	9.1445	7.5051	8.8093	8.0043	7.0857	6.8565	6.7437	6.4073	6.8534	7.9733
rplQ	5.5187	4.5094	4.5083	6.2233	7.3137	11.299	9.207	8.7396	6.5591	6.2327	6.916	6.2831	9.5876	8.8602	9.0883	7.8464	8.0751	8.4458	8.5771	8.3922	8.0961	10.576	10.541	10.151	6.3579	5.9216	4.9255	7.0371	8.5713	6.5525	8.9879	6.6409	7.6472	8.373	6.9445	7.8305	8.2006	8.2244	6.4501	7.9753	8.663	8.7454	7.9457	12.044	8.4413	8.4688	10.669	10.054	5.8041	2.2516	3.285	4.3181	5.7192	8.1182	6.3091	5.9382	7.7379	9.8055	8.5961	8.3125	7.7971	8.4343	8.0014	6.567	7.8305	8.0043	8.098	7.836	8.6704	10.069	7.8325	7.9733
rplR	1.5768	1.5031	0	1.0372	10.448	5.1358	1.023	2.1849	2.1864	4.6745	3.0738	2.3562	3.5953	3.3226	1.136	1.9616	1.1536	1.0557	1.0721	1.049	0	2.8844	2.1083	4.0604	4.2386	0.74021	0.82091	5.8643	2.1428	1.0921	4.4939	8.8545	4.3698	2.0932	2.9762	1.9576	2.0501	3.0842	3.2251	1.9938	1.9251	0.97171	2.9796	2.1898	3.1655	1.882	4.2674	2.0109	2.3217	4.5032	0	0	0	0	0	0.98969	0.96724	1.0895	3.684	2.0781	1.9493	2.1086	2.2861	0.93814	1.9576	1.7787	3.0367	0.9795	2.8901	1.8306	3.9162	1.7718
rplS	4.7303	2.2547	2.2542	6.2233	2.0896	6.163	3.069	0	4.3727	6.2327	7.6845	7.8539	2.3969	6.6451	3.4081	4.904	5.7679	4.2229	5.3607	4.1961	4.048	5.7687	4.2165	4.0604	4.2386	2.9608	7.3882	3.5186	8.5713	5.4604	5.6174	4.4273	4.3698	8.373	6.9445	5.8729	8.2006	10.281	6.4501	4.9845	4.8128	4.8586	7.9457	7.6644	6.331	5.6459	7.468	7.038	4.6433	6.7548	6.57	3.2386	6.863	3.0443	7.3606	8.9072	2.9017	8.716	7.3681	9.3515	6.8225	4.2172	10.288	5.6288	8.8093	8.0043	4.049	5.877	3.8535	7.3226	6.8534	5.3155
rplT	1.5768	1.5031	1.5028	1.0372	0	3.0815	2.046	1.0925	1.0932	1.5582	4.6107	3.1416	2.3969	0	2.2721	0.98079	1.1536	2.1115	2.1443	2.0981	1.012	3.8458	0	5.0755	0	0.74021	3.2836	2.3457	1.0714	1.0921	0	1.1068	1.0925	5.2331	2.9762	0.97882	3.0752	5.1403	3.2251	3.9876	3.8502	4.8586	4.966	3.2847	6.331	2.8229	4.2674	3.0163	3.4825	2.2516	2.19	0	1.1438	0	2.103	1.9794	2.9017	3.2685	3.684	3.1172	0.97464	1.0543	2.2861	3.7526	6.8517	3.5575	2.0245	3.918	5.7803	3.6613	3.9162	4.4296
rplU	1.5768	0.75156	2.2542	2.0744	1.0448	0	2.046	3.2774	1.0932	3.8954	2.3053	3.9269	1.1984	2.215	0	1.9616	1.1536	3.1672	2.1443	4.1961	3.036	1.9229	0	0	2.1193	0.74021	0.82091	1.1729	1.0714	1.0921	6.7409	2.2136	2.1849	4.1865	6.9445	0.97882	1.0251	2.0561	0	3.9876	2.8877	4.8586	2.9796	3.2847	3.1655	1.882	3.2006	4.0217	2.3217	1.1258	1.095	1.0795	2.2877	2.0296	2.103	1.9794	0.96724	1.0895	1.228	3.1172	1.9493	1.0543	3.4292	2.8144	3.9153	3.5575	3.0367	2.9385	2.8901	3.6613	4.8953	4.4296
rplV	4.7303	3.7578	7.5139	7.2606	6.2689	7.1901	7.161	8.7396	7.6522	6.2327	4.6107	7.8539	5.9922	6.6451	7.9522	9.8079	4.6143	6.3344	8.5771	9.4413	8.0961	8.6531	10.541	9.1358	8.4772	5.1814	5.7464	7.0371	6.4285	7.6446	4.4939	5.5341	8.7396	7.3263	4.9604	5.8729	4.1003	5.1403	5.3751	7.9753	6.7379	6.802	7.9457	8.7593	8.4413	7.5278	10.669	8.0434	10.447	7.8806	6.57	4.3181	10.295	3.0443	7.3606	6.9279	5.8034	6.537	8.5961	4.1562	3.8986	6.3258	8.0014	7.5051	5.8729	7.1149	8.098	6.8565	8.6704	6.4073	8.8116	6.2015
rplW	6.307	8.2672	7.5139	10.372	5.2241	4.1087	8.184	9.8321	10.932	9.349	12.295	17.279	10.786	7.7526	10.224	6.8656	10.382	9.5015	4.2886	6.2942	4.048	2.8844	3.1624	5.0755	11.656	2.9608	4.1045	11.729	10.714	9.8288	7.8644	11.068	12.017	17.793	14.881	18.598	8.2006	6.1683	8.6001	5.9815	4.8128	6.802	3.9728	4.3797	5.2758	0.94098	2.1337	2.0109	10.447	13.51	10.95	9.7157	10.295	4.0591	11.567	8.9072	8.7052	10.895	13.508	9.3515	9.7464	10.543	11.431	5.6288	7.8305	7.1149	3.0367	3.918	3.8535	2.746	0.97906	2.6578
rplX	3.9419	4.5094	4.5083	7.2606	5.2241	4.1087	4.092	6.5547	3.2795	4.6745	6.1476	4.7123	7.1907	6.6451	5.6802	6.8656	5.7679	8.4458	7.505	8.3922	6.0721	5.7687	7.3789	9.1358	6.3579	5.1814	4.9255	2.3457	4.2857	3.2763	3.3704	2.2136	3.2774	7.3263	5.9524	4.8941	5.1253	4.1122	5.3751	6.9784	4.8128	5.8303	6.9525	6.5695	7.3861	6.5869	6.4012	6.0326	6.965	5.629	6.57	6.4771	4.5754	4.0591	4.206	4.9485	4.8362	4.358	7.3681	6.2344	4.8732	5.2715	6.8583	7.5051	6.8517	7.1149	6.0735	3.918	5.7803	5.4919	7.8325	7.0874
rplY	8.6722	7.5156	5.2597	10.372	17.762	12.326	10.23	10.925	12.025	7.7909	8.4529	10.21	11.984	9.9677	11.36	12.75	12.689	9.5015	12.866	11.539	10.12	11.537	10.541	12.181	10.597	5.9216	4.9255	12.901	15	10.921	13.482	7.7477	9.8321	14.653	13.889	11.746	11.276	9.2525	12.9	13.957	10.588	8.7454	10.925	10.949	9.4965	9.4098	9.6017	9.0489	8.1258	10.132	8.76	8.6361	9.1507	9.133	8.4121	5.9382	4.8362	10.895	13.508	9.3515	5.8478	11.597	12.574	9.3814	8.8093	9.783	12.147	6.8565	7.707	9.1532	8.8116	8.8592
rpmA	0	0.75156	1.5028	1.0372	0	0	0	0	0	2.3373	1.5369	1.5708	0	0	0	1.9616	0	1.0557	1.0721	1.049	2.024	3.8458	2.1083	2.0302	2.1193	1.4804	1.6418	0	0	0	1.1235	0	0	2.0932	0.99207	0.97882	0	0	0	1.9938	0.96256	1.9434	1.9864	3.2847	2.1103	2.8229	2.1337	2.0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8763	1.9576	1.7787	2.0245	0.9795	0.96338	1.8306	2.9372	3.5437
rpmB	1.5768	0.75156	0.75139	3.1117	2.0896	3.0815	1.023	3.2774	3.2795	2.3373	1.5369	3.1416	0	3.3226	2.2721	0.98079	2.3072	2.1115	2.1443	1.049	3.036	0	1.0541	0	2.1193	1.4804	0.82091	2.3457	2.1428	3.2763	2.247	0	2.1849	4.1865	3.9683	0.97882	0	2.0561	3.2251	0.99691	2.8877	3.8868	0.99321	3.2847	3.1655	1.882	0	2.0109	1.1608	2.2516	2.19	2.159	3.4315	2.0296	1.0515	0.98969	2.9017	0	2.456	2.0781	1.9493	1.0543	4.5722	1.8763	2.9364	3.5575	1.0122	0	0.96338	1.8306	0	0.88592
rpmC	4.7303	3.7578	4.5083	6.2233	9.4034	7.1901	9.207	8.7396	7.6522	6.2327	5.3791	4.7123	1.1984	4.4301	3.4081	3.9232	2.3072	4.2229	6.4329	6.2942	3.036	8.6531	8.4331	8.1207	6.3579	4.4412	4.9255	8.21	7.4999	7.6446	12.358	6.6409	8.7396	8.373	9.9207	4.8941	10.251	5.1403	8.6001	2.9907	4.8128	4.8586	2.9796	7.6644	6.331	5.6459	9.6017	6.0326	4.6433	4.5032	3.285	6.4771	6.863	11.163	7.3606	5.9382	7.7379	8.716	8.5961	8.3125	4.8732	5.2715	10.288	6.567	6.8517	5.3362	8.098	7.836	9.6338	6.4073	7.8325	2.6578
rpmD	2.3651	1.5031	0.75139	0	1.0448	1.0272	1.023	2.1849	0	3.1163	3.8422	1.5708	1.1984	0	0	2.9424	3.4608	1.0557	4.2886	3.1471	2.024	2.8844	3.1624	1.0151	3.179	1.4804	1.6418	2.3457	2.1428	0	0	1.1068	2.1849	3.1399	0.99207	1.9576	2.0501	0	1.075	0.99691	2.8877	1.9434	3.9728	3.2847	3.1655	1.882	1.0669	3.0163	1.1608	1.1258	0	2.159	1.1438	1.0148	1.0515	0	2.9017	0	2.456	0	0.97464	1.0543	1.1431	2.8144	1.9576	1.7787	3.0367	0.9795	2.8901	1.8306	3.9162	2.6578
rpmE	3.9419	6.0125	6.7625	7.2606	5.2241	2.0543	5.115	6.5547	3.2795	5.4536	4.6107	3.9269	3.5953	2.215	3.4081	0.98079	0	2.1115	2.1443	2.0981	2.024	0	0	2.0302	6.3579	4.4412	9.03	4.6914	4.2857	4.3683	2.247	6.6409	8.7396	6.2797	8.9286	7.8305	5.1253	6.1683	5.3751	2.9907	1.9251	2.9151	2.9796	5.4746	4.2207	2.8229	4.2674	2.0109	2.3217	2.2516	2.19	4.3181	4.5754	2.0296	4.206	3.9588	4.8362	5.4475	3.684	4.1562	5.8478	6.3258	4.5722	5.6288	5.8729	4.4468	6.0735	5.877	2.8901	5.4919	5.8744	5.3155
rpmF	0	0.75156	0	0	0	1.0272	0	0	0	1.5582	1.5369	0.78539	0	0	0	2.9424	0	2.1115	2.1443	2.0981	2.024	1.9229	0	2.0302	0	0.74021	0	0	0	1.0921	0	0	0	0	0	0.97882	0	0	0	0	0.96256	2.9151	0.99321	0	3.1655	1.882	2.1337	2.0109	0	0	1.095	1.0795	0	0	1.0515	0	0.96724	0	0	0	1.9493	0	1.1431	1.8763	1.9576	1.7787	2.0245	1.959	3.8535	1.8306	3.9162	1.7718
rpmG	1.5768	1.5031	2.2542	3.1117	0	0	1.023	1.0925	1.0932	2.3373	1.5369	0.78539	0	0	0	1.9616	0	3.1672	2.1443	3.1471	2.024	2.8844	3.1624	4.0604	2.1193	2.9608	4.1045	1.1729	2.1428	2.1842	0	1.1068	2.1849	2.0932	2.9762	2.9364	1.0251	0	2.15	3.9876	2.8877	2.9151	3.9728	4.3797	4.2207	3.7639	4.2674	4.0217	0	2.2516	1.095	2.159	1.1438	0	2.103	0.98969	1.9345	3.2685	0	1.0391	3.8986	2.1086	3.4292	2.8144	2.9364	3.5575	4.049	3.918	1.9268	3.6613	3.9162	3.5437
rpmH	0	0	0	0	1.0448	0	0	0	0	0	0	0	0	1.1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.075	0	0	0	0	0	0	0	1.0669	0	0	0	1.095	0	0	0	0	0	0	0	0	1.0391	0	1.0543	1.1431	0	1.9576	0	0	0	0	0	0	0
rpmI	0.78838	0.75156	1.5028	1.0372	1.0448	1.0272	1.023	1.0925	2.1864	1.5582	1.5369	1.5708	2.3969	2.215	1.136	0.98079	1.1536	1.0557	1.0721	2.0981	2.024	0	0	0	1.0597	1.4804	1.6418	2.3457	2.1428	2.1842	0	0	1.0925	2.0932	0	0.97882	1.0251	2.0561	3.2251	0	0	0	0	0	0	0	1.0669	0	1.1608	1.1258	2.19	0	1.1438	2.0296	2.103	0.98969	0	1.0895	1.228	2.0781	1.9493	1.0543	2.2861	0	0	0	0	0	0	0.91532	0	0
rpmJ										0	0.76845	0.78539	0	0	0	1.9616	0	0	1.0721	0	2.024	0	0	0										0	0.99207	0	0	0	0	0.99691	1.9251	0.97171	1.9864	2.1898	1.0552	0.94098	2.1337	0										1.0895	1.228	2.0781	0	1.0543	1.1431	1.8763	0.97882	0	0	1.959	0	0	0	0.88592
rpoA	12.614	8.2672	12.022	13.484	9.4034	11.299	10.23	8.7396	7.6522	14.024	13.064	13.352	13.183	9.9677	14.768	15.693	12.689	14.78	13.938	17.833	13.156	20.191	18.974	16.241	11.656	9.6227	10.672	12.901	11.786	10.921	8.9879	8.8545	12.017	19.886	12.897	16.64	12.301	12.337	10.75	18.941	19.251	16.519	20.857	24.088	17.938	16.938	19.203	20.109	8.1258	13.51	12.045	7.5566	10.295	9.133	9.4636	11.876	10.64	15.253	14.736	10.391	15.594	14.76	11.431	17.825	19.576	16.898	21.257	15.672	20.231	20.137	20.56	16.833
rpoB	55.187	52.609	53.349	53.936	47.017	46.222	50.127	52.438	51.379	40.512	47.644	46.338	35.953	39.871	42.033	39.232	38.068	39.062	46.102	41.961	42.504	41.343	39.003	40.604	47.685	51.074	52.538	56.297	58.928	60.065	48.31	43.166	53.53	51.284	55.556	46.983	46.128	46.262	49.451	49.845	44.278	46.642	50.654	53.651	55.924	52.695	52.276	51.277	46.433	42.78	42.705	52.896	52.617	47.695	50.472	56.413	53.198	51.206	56.488	51.953	53.605	56.932	58.296	52.536	46.004	53.362	54.661	58.77	49.132	55.835	54.827	54.041
rpoC	51.245	44.342	49.592	54.973	44.927	41.087	46.035	43.698	42.634	55.315	49.949	49.48	38.35	28.796	30.673	27.462	32.3	28.505	36.453	35.667	33.396	36.535	33.732	32.483	48.744	53.295	50.075	48.087	46.071	54.604	47.186	49.807	54.623	52.331	51.588	48.941	39.978	38.038	41.926	36.886	36.577	33.038	37.742	38.322	43.262	37.639	36.273	40.217	38.307	38.277	37.23	47.499	44.61	32.473	48.369	48.495	44.493	54.475	57.716	48.836	51.656	44.28	49.151	47.845	46.983	43.579	46.563	44.078	38.535	34.782	40.142	37.209
rpoD	4.7303	6.764	6.0111	0	3.1345	2.0543	2.046	0	1.0932	0.77909	3.0738	1.5708	0	1.1075	0	0	1.1536	1.0557	0	0	0	0.96145	1.0541	1.0151	1.0597	3.701	4.1045	2.3457	3.2142	2.1842	2.247	5.5341	2.1849	3.1399	3.9683	1.9576	2.0501	2.0561	2.15	0.99691	0.96256	1.9434	0.99321	2.1898	2.1103	3.7639	5.3343	3.0163	0	0	0	2.159	2.2877	2.0296	2.103	1.9794	2.9017	4.358	2.456	3.1172	3.8986	3.1629	2.2861	0.93814	3.9153	0.88936	1.0122	1.959	2.8901	0	0.97906	0.88592
rpoS	0	0	0	0	1.0448	0	5.115	5.4623	5.4659	11.686	11.527	10.995	10.786	9.9677	9.0883	0.98079	0	1.0557	2.1443	2.0981	1.012	0	0	0	0	0	0	0	0	0	0	0	0	6.2797	6.9445	4.8941	3.0752	2.0561	4.3001	0	0.96256	0	0.99321	0	0	0	0	0	0	0	1.095	1.0795	0	1.0148	0	0	0.96724	4.358	1.228	6.2344	1.9493	1.0543	0	0.93814	0	0.88936	2.0245	1.959	2.8901	0	0	0.88592
rpoZ	7.0954	7.5156	6.7625	9.335	6.2689	6.163	6.138	6.5547	5.4659	5.4536	8.4529	5.4977	7.1907	6.6451	7.9522	5.8848	6.9215	5.2786	6.4329	5.2451	6.0721	4.8073	6.3248	6.0906	6.3579	5.1814	6.5673	7.0371	5.3571	6.5525	7.8644	5.5341	5.4623	7.3263	7.9366	6.8517	7.1755	6.1683	6.4501	6.9784	4.8128	5.8303	5.9593	6.5695	6.331	5.6459	5.3343	6.0326	10.447	9.0064	9.855	4.3181	6.863	5.0739	10.515	4.9485	5.8034	7.6265	7.3681	6.2344	10.721	10.543	8.0014	4.6907	6.8517	5.3362	5.0612	3.918	3.8535	3.6613	4.8953	4.4296
rpsA	37.054	36.826	35.315	46.675	59.555	59.575	48.081	49.16	41.541	40.512	41.496	40.055	35.953	37.656	36.353	44.136	35.761	40.118	43.958	44.059	41.492	45.188	41.111	48.724	46.625	34.79	41.045	58.643	47.142	49.144	59.545	47.593	49.16	48.145	40.675	50.898	38.953	37.01	38.701	34.892	34.652	34.982	39.728	41.607	39.041	41.403	40.541	44.239	47.594	43.906	40.515	43.181	48.041	42.621	43.112	45.526	44.493	41.401	51.576	44.68	38.986	45.335	44.579	38.464	43.068	43.579	44.539	41.139	47.206	42.105	45.037	41.638
rpsB	15.768	14.28	13.525	15.558	19.852	18.489	20.46	16.387	16.398	14.803	16.906	12.566	21.572	14.398	14.768	14.712	16.15	20.059	18.226	22.03	22.264	21.152	20.029	18.272	19.074	15.544	12.314	22.284	20.357	24.026	24.717	19.923	20.757	20.932	23.81	23.492	26.652	16.449	16.125	18.941	20.214	21.378	17.878	18.614	17.938	18.82	20.27	21.114	12.769	12.384	10.95	20.511	20.589	19.281	17.876	15.835	13.541	27.237	22.104	31.172	18.518	20.032	18.289	21.577	15.661	14.23	20.245	17.631	18.304	17.391	17.623	20.376
rpsC	12.614	11.273	10.519	14.521	20.896	20.543	13.299	16.387	16.398	14.024	13.832	12.566	15.58	13.29	15.904	15.693	18.457	15.836	17.154	19.932	19.228	18.268	18.974	18.272	20.133	13.324	13.135	14.074	16.071	16.381	16.852	14.389	15.294	16.746	17.857	17.619	18.451	15.421	17.2	16.947	14.438	18.463	16.885	19.708	21.103	18.82	21.337	23.125	15.091	14.635	13.14	15.113	18.301	18.266	15.773	14.845	14.509	19.611	17.192	14.547	15.594	15.814	18.289	14.072	15.661	16.009	20.245	16.652	19.268	14.645	19.581	16.833
rpsD	11.037	9.7703	8.2653	13.484	17.762	15.407	17.391	22.941	14.211	14.803	13.832	13.352	20.374	18.828	17.041	18.635	14.997	16.892	21.443	17.833	19.228	19.229	20.029	14.211	16.954	13.324	11.493	19.938	15	18.565	20.223	14.389	18.572	17.793	16.865	15.661	15.376	17.477	16.125	15.951	16.364	12.632	14.898	16.424	13.717	12.233	14.936	13.071	16.252	16.887	15.33	18.352	16.014	20.296	16.824	11.876	12.574	16.342	18.42	21.82	18.518	16.869	18.289	16.887	15.661	16.898	17.208	15.672	16.377	15.56	14.686	15.947
rpsE	15.768	13.528	18.785	17.633	25.076	22.598	18.414	22.941	20.77	17.919	19.98	15.708	23.969	18.828	24.993	24.52	20.765	21.115	20.371	25.177	22.264	24.036	26.353	21.317	18.014	18.505	14.776	17.593	20.357	20.75	25.84	19.923	20.757	26.166	21.826	24.47	25.627	20.561	27.95	21.932	20.214	24.293	22.844	26.278	24.269	22.584	25.605	26.141	10.447	11.258	10.95	19.431	20.589	19.281	19.979	19.794	21.279	26.148	25.788	28.055	24.366	23.194	27.433	23.454	23.492	22.234	26.318	23.508	23.121	23.798	25.456	17.718
