# Program:featureCounts v1.5.0-p3; Command:"/users/joonhoonkim/bin/anaconda/bin/featureCounts" "-T" "24" "--primary" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "NC_017638_pBbA5c_pTrc99A.gtf" "-o" "RNA_Seq_counts_s1.txt" "mapped/bwa_all/3A-0-1.bam" "mapped/bwa_all/3A-0-2.bam" "mapped/bwa_all/3A-1-1.bam" "mapped/bwa_all/3A-12-1.bam" "mapped/bwa_all/3A-12-2.bam" "mapped/bwa_all/3A-1-2.bam" "mapped/bwa_all/3Amk-0-1.bam" "mapped/bwa_all/3Amk-0-2.bam" "mapped/bwa_all/3Amk-12-1.bam" "mapped/bwa_all/3Amk-12-2.bam" "mapped/bwa_all/3Amk-1-2.bam" "mapped/bwa_all/3Amk-1-3.bam" "mapped/bwa_all/WT-0-1.bam" "mapped/bwa_all/WT-0-2.bam" "mapped/bwa_all/WT-1-1.bam" "mapped/bwa_all/WT-12-1.bam" "mapped/bwa_all/WT-12-3.bam" "mapped/bwa_all/WT-1-2.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/bwa_all/3A-0-1.bam	mapped/bwa_all/3A-0-2.bam	mapped/bwa_all/3A-1-1.bam	mapped/bwa_all/3A-12-1.bam	mapped/bwa_all/3A-12-2.bam	mapped/bwa_all/3A-1-2.bam	mapped/bwa_all/3Amk-0-1.bam	mapped/bwa_all/3Amk-0-2.bam	mapped/bwa_all/3Amk-12-1.bam	mapped/bwa_all/3Amk-12-2.bam	mapped/bwa_all/3Amk-1-2.bam	mapped/bwa_all/3Amk-1-3.bam	mapped/bwa_all/WT-0-1.bam	mapped/bwa_all/WT-0-2.bam	mapped/bwa_all/WT-1-1.bam	mapped/bwa_all/WT-12-1.bam	mapped/bwa_all/WT-12-3.bam	mapped/bwa_all/WT-1-2.bam
ypfG	NC_017638.1	2559825	2560868	-	1044	245	222	86	20	48	71	251	149	83	85	215	125	123	152	258	44	85	259
nudK	NC_017638.1	2560994	2561569	-	576	1014	866	356	99	139	509	789	722	65	76	792	238	868	914	526	31	25	313
aegA	NC_017638.1	2561637	2563616	-	1980	329	268	93	14	12	34	217	258	23	13	91	11	447	533	104	3	0	37
narQ	NC_017638.1	2563807	2565522	+	1716	395	315	268	127	135	306	307	218	67	90	250	194	235	307	338	31	40	349
acrD	NC_017638.1	2565686	2568799	+	3114	193	69	54	89	31	73	83	44	40	51	80	22	83	147	59	9	33	63
yffB	NC_017638.1	2569338	2569694	+	357	745	495	155	45	45	373	231	228	22	1	119	46	176	172	333	0	1	211
dapE	NC_017638.1	2569698	2570825	+	1128	1129	1150	198	137	171	512	520	556	74	22	381	174	508	639	934	14	14	627
ypfN	NC_017638.1	2570853	2571053	+	201	940	801	321	257	302	590	602	512	212	105	592	319	283	488	1267	129	172	769
ypfH	NC_017638.1	2571163	2571861	-	699	97	52	84	22	78	85	83	79	39	26	98	40	78	92	160	4	3	164
ypfI	NC_017638.1	2571935	2573950	-	2016	1176	798	171	163	213	288	528	588	187	163	457	176	739	742	801	39	111	444
ypfJ	NC_017638.1	2573965	2574828	-	864	451	367	316	456	334	470	248	212	210	107	259	110	422	344	870	60	67	673
purC	NC_017638.1	2574996	2575709	-	714	615	294	48	41	30	136	290	270	204	130	79	45	477	570	718	9	14	324
nlpB	NC_017638.1	2575922	2576956	-	1035	5487	4425	1063	177	176	1661	3314	3467	400	274	1281	463	6347	7068	2996	55	59	1372
dapA	NC_017638.1	2576973	2577851	-	879	4531	3957	1523	323	302	2814	3299	3412	347	272	1371	580	5269	5782	3276	44	116	1845
gcvR	NC_017638.1	2577997	2578569	+	573	1453	1027	777	653	597	1104	879	779	249	134	444	367	983	1081	1478	25	62	772
bcp	NC_017638.1	2578569	2579039	+	471	4952	6149	568	239	174	782	5044	4877	240	142	712	358	7160	9509	1915	18	28	632
hyfA	NC_017638.1	2579292	2579909	+	618	1	2	0	0	0	0	0	1	0	0	11	0	0	2	0	0	0	3
hyfB	NC_017638.1	2579909	2581927	+	2019	8	0	11	2	0	2	13	10	15	14	0	1	10	9	15	0	0	9
hyfC	NC_017638.1	2581938	2582885	+	948	0	10	5	0	0	0	0	0	0	4	11	0	6	4	0	0	0	1
hyfD	NC_017638.1	2582902	2584341	+	1440	0	0	0	0	2	16	0	0	0	0	5	2	4	2	8	0	8	0
hyfE	NC_017638.1	2584353	2585003	+	651	10	0	0	1	6	0	0	0	0	0	0	0	9	0	0	0	0	0
hyfF	NC_017638.1	2585008	2586588	+	1581	17	34	35	36	19	17	12	19	3	5	16	32	44	25	90	7	20	20
hyfG	NC_017638.1	2586578	2588245	+	1668	57	38	68	12	13	27	46	30	30	17	59	26	19	28	50	1	3	60
hyfH	NC_017638.1	2588255	2588800	+	546	51	62	10	11	7	22	22	6	9	17	56	19	47	30	61	0	23	30
hyfI	NC_017638.1	2588797	2589555	+	759	0	10	1	4	7	0	0	0	0	3	24	0	4	1	32	1	2	2
hyfJ	NC_017638.1	2589548	2589961	+	414	31	6	1	4	0	0	20	33	13	0	20	10	20	24	21	9	0	16
hyfR	NC_017638.1	2589991	2592003	+	2013	59	71	3	5	9	22	39	14	47	9	177	30	44	34	86	8	1	59
focB	NC_017638.1	2592025	2592873	+	849	33	37	55	4	0	49	26	10	15	0	26	10	29	31	24	5	0	75
yfgO	NC_017638.1	2592911	2593972	-	1062	292	152	179	67	41	326	221	228	39	33	221	148	198	193	209	5	36	103
yfgC	NC_017638.1	2594185	2595648	+	1464	575	508	267	166	181	345	401	326	133	102	229	103	651	687	691	9	22	223
yfgD	NC_017638.1	2595669	2596028	+	360	233	269	88	73	63	50	174	150	45	24	71	70	247	196	124	0	0	159
hda	NC_017638.1	2596166	2596912	-	747	1273	1082	660	70	47	699	1094	1045	266	335	842	362	589	865	736	4	24	557
uraA	NC_017638.1	2596962	2598251	-	1290	88	87	45	3	7	70	88	93	27	16	68	42	66	146	115	2	0	102
upp	NC_017638.1	2598337	2598963	-	627	512	461	238	32	42	378	450	496	97	87	339	225	512	1413	696	0	14	482
purM	NC_017638.1	2599273	2600325	+	1053	66	89	14	7	17	48	64	60	62	17	24	18	62	58	71	0	0	21
purN	NC_017638.1	2600325	2600963	+	639	215	209	27	10	12	70	170	179	61	33	51	16	184	215	125	1	11	19
ppk	NC_017638.1	2601129	2603201	+	2073	1479	995	472	1357	1128	1031	997	1014	303	145	846	391	1189	1305	1439	58	71	871
ppx	NC_017638.1	2603206	2604747	+	1542	803	657	152	234	192	294	695	472	160	68	372	250	712	785	779	63	54	256
yfgF	NC_017638.1	2604786	2607029	-	2244	97	73	36	20	10	26	63	112	23	30	32	25	166	237	129	0	0	45
ECDH1ME8569_2430	NC_017638.1	2607211	2607363	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yfgG	NC_017638.1	2607381	2607572	+	192	363	200	1477	119	134	1358	221	150	397	396	504	631	166	298	881	13	24	1115
yfgH	NC_017638.1	2607886	2608401	+	516	10	20	11	5	0	15	8	4	0	5	5	0	2	27	10	0	0	3
yfgI	NC_017638.1	2608417	2608956	+	540	19	14	0	24	6	11	53	27	18	19	1	11	16	12	12	0	7	6
guaA	NC_017638.1	2609049	2610626	-	1578	6566	5679	905	569	346	1769	5261	5304	202	118	1758	582	6269	7578	2020	17	45	699
guaB	NC_017638.1	2610695	2612161	-	1467	4181	3120	792	380	325	925	4498	4570	146	259	973	458	3140	4057	416	17	30	358
xseA	NC_017638.1	2612323	2613693	+	1371	1350	1330	191	148	256	263	1240	990	50	50	349	133	1336	1257	613	52	111	192
yfgJ	NC_017638.1	2613690	2613905	-	216	148	110	112	214	202	149	117	179	129	100	126	99	99	147	298	12	16	219
der	NC_017638.1	2613975	2615447	-	1473	2795	1370	814	712	595	1037	1427	1466	313	319	1153	641	1647	2714	1712	123	154	1080
bamB	NC_017638.1	2615565	2616743	-	1179	2897	2413	1058	339	326	1593	2371	2207	499	470	819	461	3486	3629	1251	42	97	1276
yfgM	NC_017638.1	2616754	2617374	-	621	1144	863	184	173	124	373	859	939	105	43	233	114	992	1336	486	12	23	235
hisS	NC_017638.1	2617392	2618666	-	1275	4188	3289	721	413	223	1000	2888	2626	195	139	880	384	3623	4343	1649	58	96	851
ispG	NC_017638.1	2618777	2619895	-	1119	3508	2533	703	825	733	1282	1937	1951	296	252	698	407	2203	2901	1998	134	159	874
yfgA	NC_017638.1	2619922	2620935	-	1014	1248	977	665	386	428	841	643	669	252	218	589	364	667	781	1108	49	98	619
rlmN	NC_017638.1	2621220	2622374	-	1155	459	290	43	169	171	108	461	416	73	77	294	143	374	631	279	39	26	199
ndk	NC_017638.1	2622524	2622955	-	432	287	334	136	18	17	112	173	165	30	20	97	62	181	281	120	12	0	87
pbpC	NC_017638.1	2623104	2625416	-	2313	487	384	104	16	13	135	301	304	71	26	202	105	336	457	282	0	8	198
yfhM	NC_017638.1	2625417	2630378	-	4962	3263	2727	2140	1202	959	3510	2048	2176	668	457	2727	1135	2131	2596	6084	115	126	4135
sseA	NC_017638.1	2630585	2631430	+	846	1049	728	226	236	213	510	643	609	134	64	151	94	1140	804	1068	26	26	746
sseB	NC_017638.1	2632248	2633024	-	777	895	580	292	87	49	330	476	519	59	32	788	493	601	753	422	18	33	225
pepB	NC_017638.1	2633166	2634449	-	1284	2131	1330	661	492	354	1522	899	1010	155	74	1724	652	1488	1030	1773	98	143	784
iscX	NC_017638.1	2634627	2634827	-	201	353	233	91	84	95	252	216	196	107	74	262	76	183	237	164	31	69	243
fdx	NC_017638.1	2634839	2635174	-	336	390	377	86	38	20	149	253	250	53	29	155	51	394	248	234	10	18	92
hscA	NC_017638.1	2635176	2637026	-	1851	1546	1171	513	300	264	655	1109	1095	268	107	634	290	1376	1748	707	117	235	505
hscB	NC_017638.1	2637043	2637558	-	516	271	181	29	68	63	41	216	136	72	17	136	36	122	201	110	40	108	32
iscA	NC_017638.1	2637654	2637983	-	330	901	656	482	528	474	703	505	633	242	156	465	239	662	500	449	79	120	279
iscU	NC_017638.1	2637994	2638380	-	387	1069	904	658	1535	1060	1541	840	719	430	182	976	503	660	964	727	221	340	589
iscS	NC_017638.1	2638408	2639622	-	1215	4158	3493	3133	4654	3518	4971	2679	2871	1270	751	3665	1550	3105	4628	2133	661	1314	1466
iscR	NC_017638.1	2639734	2640222	-	489	1003	1031	257	147	84	366	925	854	347	273	460	246	452	710	440	193	228	135
yfhQ	NC_017638.1	2640492	2641232	-	741	1164	716	576	90	47	611	758	619	245	223	492	285	575	837	580	72	156	521
suhB	NC_017638.1	2641351	2642154	+	804	820	725	119	29	4	56	782	680	308	352	692	482	262	596	175	22	2	170
yfhR	NC_017638.1	2642299	2643153	+	855	61	81	20	0	0	17	86	73	11	13	65	105	60	44	32	0	4	18
csiE	NC_017638.1	2643344	2644624	+	1281	265	224	32	534	540	131	126	55	240	98	248	78	93	68	195	11	52	164
hcaT	NC_017638.1	2644616	2645755	-	1140	94	102	50	14	5	58	121	66	15	22	44	31	117	68	40	0	0	81
hcaR	NC_017638.1	2645915	2646805	-	891	21	8	30	12	9	21	6	21	8	5	8	0	20	5	36	0	0	12
hcaE	NC_017638.1	2646941	2648302	+	1362	47	65	29	56	38	31	25	12	31	36	24	35	25	12	46	32	3	14
hcaF	NC_017638.1	2648299	2648817	+	519	0	0	0	1	16	7	5	0	0	0	0	0	8	8	0	0	0	4
hcaC	NC_017638.1	2648817	2649137	+	321	10	20	17	37	34	19	3	8	14	11	44	7	6	18	28	7	10	6
hcaB	NC_017638.1	2649134	2649946	+	813	22	21	3	68	68	9	11	2	15	5	40	8	9	24	79	0	29	11
hcaD	NC_017638.1	2649956	2651158	+	1203	57	27	4	91	70	26	18	15	9	1	7	22	15	9	27	4	3	41
yphA	NC_017638.1	2651183	2651677	+	495	65	14	201	172	169	230	59	81	3	13	114	106	34	40	266	3	14	379
yphB	NC_017638.1	2651725	2652597	-	873	37	47	44	5	0	39	18	2	14	17	4	4	33	44	48	0	0	17
yphC	NC_017638.1	2652609	2653670	-	1062	63	35	4	27	30	35	52	60	10	6	69	8	46	47	63	0	0	66
yphD	NC_017638.1	2653736	2654734	-	999	0	7	18	13	0	38	9	3	5	1	10	0	28	0	6	0	0	11
yphE	NC_017638.1	2654759	2656270	-	1512	1	12	0	0	0	4	0	0	0	0	9	4	0	13	16	0	2	0
yphF	NC_017638.1	2656293	2657276	-	984	12	5	0	15	2	0	0	0	0	0	0	0	3	4	0	0	0	0
yphG	NC_017638.1	2657373	2660654	-	3282	43	1	0	3	10	3	2	5	6	1	9	0	30	20	35	5	1	0
yphH	NC_017638.1	2660772	2661965	+	1194	125	64	43	68	30	40	71	60	12	5	24	47	120	98	83	5	5	67
glyA	NC_017638.1	2662163	2663416	-	1254	5481	3768	1542	185	88	2956	3651	3866	1584	1113	1857	661	6351	6850	5894	71	57	2705
hmp	NC_017638.1	2663744	2664934	+	1191	103	89	16	37	21	25	65	9	0	7	28	21	51	69	170	10	0	86
glnB	NC_017638.1	2664979	2665317	-	339	179	135	46	21	23	19	110	260	25	26	76	60	128	106	67	0	3	9
yfhA	NC_017638.1	2665378	2666712	-	1335	467	326	66	64	96	137	278	345	46	22	367	191	293	418	172	0	5	73
yfhG	NC_017638.1	2666702	2667415	-	714	436	427	140	100	57	201	341	305	160	29	403	164	245	409	370	41	17	148
yfhK	NC_017638.1	2667580	2668962	-	1383	760	686	319	129	120	355	570	646	178	63	350	192	708	501	711	23	32	284
purL	NC_017638.1	2669565	2673452	-	3888	392	310	108	33	36	111	316	303	959	352	232	130	338	367	1533	1	11	905
yfhD	NC_017638.1	2673710	2675266	+	1557	84	81	4	2	7	26	94	146	14	7	1	8	42	61	31	1	0	27
tadA	NC_017638.1	2675263	2675799	-	537	283	300	43	64	47	91	209	296	101	82	351	236	127	160	313	12	48	209
yfhB	NC_017638.1	2675824	2676459	-	636	191	198	141	139	142	169	159	143	179	126	283	202	130	166	434	39	30	300
yfhH	NC_017638.1	2676668	2677516	+	849	175	125	26	9	48	62	93	96	14	11	11	7	58	72	131	0	3	12
yfhL	NC_017638.1	2677572	2677832	+	261	184	85	14	22	5	74	189	91	68	74	15	43	27	118	64	5	23	17
acpS	NC_017638.1	2678527	2678907	-	381	83	133	41	18	6	7	54	99	1	24	56	18	72	63	114	0	26	15
pdxJ	NC_017638.1	2678907	2679638	-	732	777	600	155	150	113	264	417	498	51	50	226	95	697	450	635	16	62	211
recO	NC_017638.1	2679650	2680378	-	729	882	763	243	156	130	379	640	658	113	100	419	271	502	858	376	53	82	237
era	NC_017638.1	2680390	2681295	-	906	2797	2648	596	1889	1357	1220	2566	2430	401	142	1988	1036	2612	3995	2744	376	475	1328
rnc	NC_017638.1	2681292	2681972	-	681	1526	1204	340	485	515	548	1258	1354	264	165	753	386	1098	1770	1103	89	144	828
lepB	NC_017638.1	2682244	2683218	-	975	1817	1190	317	122	91	538	998	946	165	78	307	132	1927	1781	633	36	64	281
lepA	NC_017638.1	2683234	2685033	-	1800	3233	3090	1244	362	329	2060	3204	3177	458	380	1238	1049	3675	6763	2714	122	111	1584
rseC	NC_017638.1	2685231	2685710	-	480	415	379	165	128	92	254	580	469	140	200	374	166	526	1163	266	55	42	218
rseB	NC_017638.1	2685707	2686663	-	957	1674	1320	421	525	396	779	1668	1538	488	262	811	402	1712	2404	1533	166	273	874
rseA	NC_017638.1	2686663	2687313	-	651	2056	1843	467	1998	1675	1053	2040	2128	699	402	1238	399	3956	4100	3932	449	608	1261
rpoE	NC_017638.1	2687346	2687921	-	576	973	940	818	1947	1793	1140	1116	1394	830	586	690	359	1814	1967	2590	339	584	1529
nadB	NC_017638.1	2688329	2689951	+	1623	1106	881	279	132	116	343	981	1145	66	40	214	147	1919	1816	269	108	118	116
yfiC	NC_017638.1	2689936	2690673	-	738	190	133	24	10	3	41	167	70	20	16	26	39	98	204	84	5	1	55
srmB	NC_017638.1	2690805	2692139	+	1335	1298	1177	479	232	202	603	1155	1197	146	130	1025	540	594	1519	1025	56	27	538
yfiE	NC_017638.1	2692348	2693229	-	882	147	125	72	35	15	108	90	148	21	42	139	39	63	65	74	17	24	45
eamB	NC_017638.1	2693332	2693919	+	588	57	21	17	11	1	12	17	8	10	2	0	0	24	30	20	13	0	24
yfiD	NC_017638.1	2693975	2694358	-	384	73122	25651	4395	994	972	7292	18387	17295	3962	2246	8262	4395	30113	38120	9192	153	177	5337
ung	NC_017638.1	2694663	2695352	+	690	271	132	49	42	18	118	90	147	56	13	20	36	207	138	73	13	24	90
yfiF	NC_017638.1	2695400	2696437	-	1038	326	260	37	24	71	103	266	247	42	33	120	50	407	450	368	7	13	197
trxC	NC_017638.1	2696644	2697063	+	420	256	183	114	579	541	271	252	163	433	448	139	90	59	105	189	135	310	282
yfiP	NC_017638.1	2697132	2697830	+	699	157	158	33	15	0	32	117	159	24	19	19	7	126	194	28	1	0	35
yfiQ	NC_017638.1	2697862	2700522	+	2661	1849	1965	263	493	368	640	1426	1214	434	223	444	307	1321	1218	1286	27	32	577
pssA	NC_017638.1	2700633	2701991	+	1359	2861	2655	290	1039	873	440	2162	1842	509	273	684	417	2033	2615	1464	41	36	550
yfiM	NC_017638.1	2702088	2702360	+	273	10	4	0	1	0	0	45	49	9	6	2	0	27	34	13	1	0	6
kgtP	NC_017638.1	2702357	2703655	-	1299	5470	3574	4806	4512	3261	7370	2406	2285	767	766	1976	977	1193	1448	5490	205	297	3032
clpB	NC_017638.1	2709509	2712082	-	2574	12716	9771	7676	1603	1203	14682	7634	7678	4854	3670	28332	12059	19688	15744	7129	18854	29534	4597
yfiH	NC_017638.1	2712212	2712943	-	732	680	529	196	210	193	300	666	550	146	87	293	226	474	550	262	13	47	301
rluD	NC_017638.1	2712940	2713920	-	981	715	598	154	263	207	168	484	594	94	72	291	185	528	577	543	45	26	171
yfiO	NC_017638.1	2714055	2714792	+	738	4457	3504	643	218	208	927	3038	2911	374	273	777	523	3979	5545	1323	30	52	628
raiA	NC_017638.1	2715063	2715404	+	342	6401	4065	3496	481	455	2777	2773	2903	2742	2671	2462	2965	2698	1759	5026	97	50	7733
pheA	NC_017638.1	2715654	2716814	+	1161	767	638	273	327	274	407	470	430	443	255	276	253	471	452	732	22	2	514
tyrA	NC_017638.1	2716857	2717978	-	1122	654	562	81	161	135	242	605	522	41	34	268	86	616	755	231	30	9	142
aroF	NC_017638.1	2717989	2719059	-	1071	2078	1455	289	408	226	553	1204	1085	122	83	691	232	1371	1740	1068	49	110	377
yfiL	NC_017638.1	2719269	2719634	+	366	25	38	53	83	47	50	29	18	37	21	87	52	14	16	72	1	0	62
yfiR	NC_017638.1	2719784	2720302	+	519	1071	864	435	129	81	510	612	651	109	110	458	381	481	547	705	35	38	621
yfiN	NC_017638.1	2720292	2721518	+	1227	532	374	84	60	73	99	376	304	47	36	167	145	230	411	184	10	3	141
yfiB	NC_017638.1	2721534	2722016	+	483	33	10	0	0	0	1	12	18	0	0	38	5	36	14	1	0	0	1
rplS	NC_017638.1	2722092	2722439	-	348	19200	20166	3996	478	308	8435	15717	16074	1592	381	12418	2442	11461	17181	20245	158	128	5644
trmD	NC_017638.1	2722481	2723248	-	768	33715	36552	6249	499	290	13172	32412	37225	1920	596	20100	4113	17976	23575	27527	201	333	7591
rimM	NC_017638.1	2723279	2723827	-	549	2676	1987	367	79	46	647	1900	1781	237	80	875	356	1908	2174	1676	21	55	597
rpsP	NC_017638.1	2723846	2724094	-	249	1877	1668	177	44	42	379	1355	1251	124	48	480	136	899	2230	1036	31	12	272
ffh	NC_017638.1	2724343	2725704	-	1362	3556	3036	981	363	300	1358	2658	2376	238	148	1310	556	3295	3315	2666	64	59	1370
ypjD	NC_017638.1	2725796	2726662	+	867	1037	820	342	193	86	475	633	664	197	261	336	179	653	934	624	27	37	357
yfjD	NC_017638.1	2726707	2727969	+	1263	721	545	172	94	81	252	510	572	81	33	326	131	470	770	254	5	12	105
grpE	NC_017638.1	2728024	2728617	-	594	4654	4131	1154	328	322	2543	4782	4095	990	343	4327	1780	9149	7277	1922	1151	1290	616
ppnK	NC_017638.1	2728740	2729618	+	879	412	406	213	214	186	272	280	398	170	71	297	141	516	366	541	28	15	295
recN	NC_017638.1	2729704	2731365	+	1662	235	219	130	79	82	140	201	235	98	68	290	208	172	255	298	11	49	173
smpA	NC_017638.1	2731514	2731855	+	342	2831	2217	3985	1249	1491	3307	1735	2134	1091	1403	1126	852	2172	2016	2948	35	42	4671
yfjF	NC_017638.1	2731917	2732207	-	291	231	154	42	13	14	84	182	186	38	20	55	69	80	155	142	0	0	138
yfjG	NC_017638.1	2732197	2732673	-	477	1264	902	321	30	19	957	1040	1189	70	89	835	485	806	1207	734	4	21	522
smpB	NC_017638.1	2732805	2733287	+	483	199	153	95	12	24	206	109	109	37	30	127	43	103	189	208	0	6	121
intA	NC_017638.1	2734068	2735309	+	1242	545	389	457	63	34	480	298	369	83	54	347	106	328	416	323	3	14	359
yfjH	NC_017638.1	2735553	2736509	-	957	1179	787	174	30	24	241	557	586	26	31	396	129	511	474	340	1	7	166
alpA	NC_017638.1	2736553	2736765	+	213	26	0	0	0	5	7	5	9	0	0	1	0	0	17	0	0	9	0
yfjI	NC_017638.1	2736894	2738303	+	1410	44	30	37	4	8	55	69	82	12	5	51	29	21	47	16	0	0	65
yfjJ	NC_017638.1	2738456	2739082	+	627	14	27	0	7	21	5	2	16	7	0	0	0	0	7	15	0	0	0
yfjK	NC_017638.1	2739260	2741449	-	2190	2013	1658	331	219	176	533	1851	1675	229	139	1712	851	1816	2823	1512	34	51	516
yfjL	NC_017638.1	2741446	2743062	-	1617	1233	847	140	213	160	382	773	752	229	120	909	446	905	1319	1117	14	44	483
yfjM	NC_017638.1	2743422	2743685	-	264	4	1	0	4	0	11	0	0	0	1	0	8	0	3	3	0	0	12
rnlA	NC_017638.1	2743827	2744900	+	1074	4880	4361	1337	868	698	2321	4025	3924	699	426	2225	1188	4190	5332	2215	167	265	1646
yfjO	NC_017638.1	2744893	2745264	+	372	164	141	185	84	74	147	128	95	133	114	167	103	59	139	211	26	46	162
yfjP	NC_017638.1	2745619	2746482	+	864	38	17	27	17	13	24	27	32	2	20	36	52	39	22	98	1	5	58
yfjQ	NC_017638.1	2746574	2747395	+	822	13	8	11	0	11	13	9	7	5	0	0	0	13	13	2	0	0	6
yfjR	NC_017638.1	2747612	2748313	+	702	8	16	0	0	1	5	0	1	0	0	0	0	11	11	0	0	0	0
ypjK	NC_017638.1	2748354	2748590	+	237	6	6	0	0	10	0	0	0	0	2	3	0	8	2	0	0	0	0
yfjS	NC_017638.1	2748590	2749033	+	444	7	3	4	0	0	5	12	11	0	0	0	12	8	0	16	0	0	15
yfjT	NC_017638.1	2749057	2749524	+	468	5	9	0	1	6	34	7	0	0	0	15	0	14	3	0	11	0	0
yfjU	NC_017638.1	2749749	2750063	-	315	0	5	0	8	4	7	0	3	18	10	23	0	3	0	35	0	9	13
ypjL	NC_017638.1	2750076	2750669	-	594	48	29	56	6	2	9	48	10	19	28	50	5	33	31	61	0	9	18
yfjV	NC_017638.1	2750745	2750945	-	201	7	0	0	0	1	0	11	1	0	4	0	0	6	2	0	0	0	22
ypjM	NC_017638.1	2750885	2751067	-	183	4	0	14	0	0	0	17	10	0	0	0	5	0	0	2	0	0	0
yfjW	NC_017638.1	2751227	2752930	+	1704	170	80	73	0	1	104	125	81	34	35	102	48	49	144	142	0	0	132
yfjX	NC_017638.1	2753828	2754286	+	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yfjY	NC_017638.1	2754295	2754777	+	483	0	0	10	4	0	0	7	10	0	0	0	0	0	9	0	0	0	0
ypjJ	NC_017638.1	2754786	2754986	+	201	8	2	0	2	0	2	0	0	0	0	0	0	6	1	7	0	0	0
yfjZ	NC_017638.1	2755024	2755341	+	318	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ypjF	NC_017638.1	2755362	2755691	+	330	14	16	0	2	0	11	5	0	0	3	3	0	0	20	13	0	0	0
pinH	NC_017638.1	2760974	2761117	-	144	9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ypjB	NC_017638.1	2761547	2762338	-	792	4	6	0	0	2	0	9	0	4	4	0	3	8	5	2	0	7	0
ypjC	NC_017638.1	2762438	2762920	-	483	10	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0
ygaQ	NC_017638.1	2764306	2764638	+	333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ygaR	NC_017638.1	2764657	2765343	+	687	0	14	0	0	0	10	9	10	0	0	13	0	0	14	0	0	0	0
yqaC	NC_017638.1	2765356	2766147	+	792	0	6	0	0	0	0	1	0	0	0	2	0	0	5	0	0	0	0
yqaD	NC_017638.1	2766286	2766558	+	273	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	5
csiD	NC_017638.1	2766894	2767871	+	978	44	52	35	212	146	64	16	28	21	32	74	74	20	44	199	23	50	123
ygaF	NC_017638.1	2767891	2769159	+	1269	28	22	0	53	63	27	13	16	13	6	58	14	10	9	60	6	10	66
gabD	NC_017638.1	2769182	2770630	+	1449	80	59	10	168	146	40	28	20	47	21	127	90	48	27	294	9	65	165
gabT	NC_017638.1	2770644	2771924	+	1281	109	75	20	280	200	61	49	47	116	50	227	45	37	50	543	12	17	197
gabP	NC_017638.1	2772162	2773562	+	1401	46	44	19	212	187	38	29	46	146	35	89	73	33	28	172	12	15	138
csiR	NC_017638.1	2773583	2774245	+	663	110	136	53	83	91	195	87	110	82	43	125	114	67	97	253	12	17	239
ygaU	NC_017638.1	2774246	2774695	-	450	535	553	269	855	739	418	437	467	761	500	967	392	277	240	2339	358	556	1283
yqaE	NC_017638.1	2774779	2774937	-	159	122	132	47	112	184	82	78	45	13	109	311	140	41	48	370	1	0	263
ygaV	NC_017638.1	2775120	2775419	+	300	167	111	87	5	32	149	70	71	65	36	199	52	126	63	91	11	4	81
ygaP	NC_017638.1	2775429	2775953	+	525	51	84	21	4	11	22	31	44	4	5	92	48	25	36	54	0	1	9
stpA	NC_017638.1	2776000	2776404	-	405	3395	3073	1138	131	160	990	2078	2410	968	814	666	520	2586	5126	638	50	90	691
ygaW	NC_017638.1	2777073	2777522	+	450	3	32	365	135	213	546	21	19	34	52	124	74	0	11	402	24	14	272
ygaC	NC_017638.1	2777559	2777903	-	345	70	36	52	62	62	113	57	49	39	23	86	39	37	67	181	10	10	71
ygaM	NC_017638.1	2778055	2778384	+	330	457	427	538	645	656	472	364	376	555	353	310	147	135	125	1506	93	142	1357
nrdH	NC_017638.1	2778632	2778877	+	246	2	0	0	6	4	5	4	6	32	58	20	2	0	0	4	32	6	1
nrdI	NC_017638.1	2778874	2779284	+	411	26	26	311	157	213	301	54	43	1154	429	139	111	8	7	31	135	405	50
nrdE	NC_017638.1	2779257	2781401	+	2145	20	28	123	176	186	195	10	16	372	266	65	35	1	0	25	28	77	14
nrdF	NC_017638.1	2781411	2782370	+	960	42	53	272	213	155	282	34	10	555	264	173	79	10	15	43	99	102	41
proV	NC_017638.1	2782724	2783926	+	1203	435	309	418	37	57	736	297	258	95	138	114	63	178	99	242	0	1	110
proW	NC_017638.1	2783919	2784983	+	1065	584	426	621	16	29	702	286	276	101	77	211	87	121	154	333	8	11	132
proX	NC_017638.1	2785041	2786033	+	993	446	358	248	7	0	251	225	233	55	25	193	128	121	116	204	1	0	91
ygaX	NC_017638.1	2786225	2786491	+	267	21	9	8	4	0	20	21	0	9	7	0	0	0	2	13	0	0	0
ygaY	NC_017638.1	2786485	2787402	+	918	17	63	6	57	24	33	47	61	9	14	39	35	7	17	18	0	2	42
